"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"1595",29225,36274,95,1,0,2,19955,443,37.8
"1596",29227,2129,98,0,0,1,22967,226,47.8
"1597",29229,18643,96,1,0,1,14752,346,40.5
"1598",29510,318955,43,48,3,4,23048,547,34.2
"1599",30001,9278,92,0,1,4,22872,485,43.2
"1600",30003,12939,30,0,1,4,15695,378,29.6
"1601",30005,6550,48,0,0,2,17437,282,34.9
"1602",30007,5666,94,0,1,1,24270,439,45.5
"1603",30009,10126,95,0,0,2,27599,565,48.7
"1604",30011,1241,98,0,0,1,24921,225,50.8
"1605",30013,81621,87,1,1,4,24727,525,38.8
"1606",30015,5827,76,0,0,2,21737,276,41.3
"1607",30017,11785,94,0,1,2,23910,445,41.4
"1608",30019,1778,94,0,0,2,31449,428,50.3
"1609",30021,9132,94,0,0,2,26126,405,42.3
"1610",30023,9285,91,1,0,3,22052,393,45.8
"1611",30025,3085,97,0,0,0,28563,369,39
"1612",30027,11517,95,0,0,2,24429,479,48.4
"1613",30029,91536,94,0,0,2,25790,654,41.7
"1614",30031,91499,93,0,1,3,28939,726,32.8
"1615",30033,1145,98,0,0,0,25921,284,45.3
"1616",30035,13528,32,0,0,2,15604,250,31
"1617",30037,709,98,0,0,0,23508,467,54.2
"1618",30039,3105,96,0,0,2,26277,410,53
"1619",30041,16301,72,0,0,3,21376,410,34.7
"1620",30043,11434,94,0,0,2,30397,505,47.3
"1621",30045,2043,97,0,0,2,24260,361,50.1
"1622",30047,28905,67,0,1,4,21521,512,41.2
"1623",30049,64143,92,0,0,3,28400,644,40.8
"1624",30051,2357,95,1,0,1,25522,425,48.9
"1625",30053,19581,94,0,1,2,21719,418,49.8
"1626",30055,1794,96,0,0,1,27161,308,49.2
"1627",30057,7702,95,1,0,3,33062,563,50.5
"1628",30059,1905,97,0,1,2,20288,460,44.4
"1629",30061,4219,97,1,0,2,19859,402,51
"1630",30063,110243,91,0,1,3,25764,673,34.3
"1631",30065,4729,94,1,0,2,23022,408,48.2
"1632",30067,15621,95,0,0,2,24611,513,46
"1633",30069,538,93,3,0,3,22714,425,48.2
"1634",30071,4205,86,0,0,1,22890,379,48.4
"1635",30073,6166,82,1,0,2,22256,436,42.9
"1636",30075,1669,94,0,0,2,28528,359,50.1
"1637",30077,7052,91,0,1,3,19736,361,45.6
"1638",30079,1186,96,0,0,1,20644,356,55.4
"1639",30081,40423,94,0,1,3,22872,558,46.4
"1640",30083,10318,92,0,0,4,32036,570,39.4
"1641",30085,10665,36,0,0,2,16888,242,30.5
"1642",30087,9310,60,0,1,4,22229,361,36.6
"1643",30089,11400,90,0,0,2,19188,491,50.5
"1644",30091,3473,94,0,0,2,31378,441,48.7
"1645",30093,34322,92,0,1,4,23562,470,41.6
"1646",30095,9173,95,0,0,3,28868,514,47
"1647",30097,3640,95,0,1,2,22743,465,44.7
"1648",30099,6063,95,0,0,1,22799,379,45.3
"1649",30101,5224,89,0,1,2,23162,468,42.3
"1650",30103,711,87,0,1,7,23948,318,51.9
"1651",30105,7465,86,0,0,2,25685,379,45.9
"1652",30107,2138,95,0,0,1,17336,398,48.7
"1653",30109,928,98,0,0,2,27492,400,49.7
"1654",30111,150156,88,1,1,5,27761,628,38.3
"1655",31001,31367,88,1,1,8,25571,482,38
"1656",31003,6600,96,0,0,3,25186,305,46.5
"1657",31005,507,100,0,0,0,17656,300,37.5
"1658",31007,816,91,1,0,6,25814,424,49.2
"1659",31009,586,98,0,1,0,19141,286,41
"1660",31011,5441,98,0,0,1,25590,296,45.9
"1661",31013,11312,84,0,0,11,25046,413,40.6
"1662",31015,2093,98,1,0,1,23157,240,51.9
"1663",31017,3167,98,0,0,2,21843,301,46.7
"1664",31019,46885,89,1,1,8,24830,531,32.3
"1665",31021,6748,94,1,0,1,25203,381,47.3
"1666",31023,8334,96,1,0,3,27673,418,44.4
"1667",31025,25222,95,1,0,3,29638,556,41.5
"1668",31027,8790,97,0,0,1,25738,342,44.6
"1669",31029,3984,87,0,0,12,28241,392,43.3
"1670",31031,5735,90,0,1,1,25213,425,45.1
"1671",31033,10022,90,0,2,6,28296,437,39.9
"1672",31035,6469,90,1,0,8,23876,377,43.7
"1673",31037,10495,56,1,0,42,23751,442,34.8
"1674",31039,9095,90,0,0,9,24496,350,43.5
"1675",31041,10872,96,1,0,2,24615,366,44.8
"1676",31043,20920,54,4,3,36,20179,527,32.6
"1677",31045,9172,87,2,2,4,21137,404,34.7
"1678",31047,24256,63,3,0,32,20142,424,36.7
"1679",31049,1952,94,0,0,5,27199,368,49
"1680",31051,5953,87,0,0,11,23769,388,41
"1681",31053,36675,87,0,1,10,24588,532,40.1
"1682",31055,524697,72,11,3,11,29180,658,33.7
"1683",31057,1994,93,0,1,6,28502,281,47.8
"1684",31059,5818,95,1,0,3,25460,342,46.4
"1685",31061,3181,97,0,0,1,26095,298,49.2
"1686",31063,2568,98,0,0,1,25262,323,45
"1687",31065,4920,95,0,0,3,22068,322,47
"1688",31067,22055,96,0,0,2,24555,437,43.9
"1689",31069,1966,92,0,1,5,26715,346,53.1
"1690",31071,1947,99,1,0,0,22092,249,50.5
"1691",31073,2005,96,0,0,3,23266,401,45.3
"1692",31075,614,99,0,0,1,19968,423,47.1
"1693",31077,2507,98,0,0,2,23833,322,46.3
"1694",31079,59431,72,2,1,24,23380,509,35.7
"1695",31081,9090,96,0,0,2,26715,443,42.9
"1696",31083,3445,96,0,0,2,25322,357,50
"1697",31085,1142,95,0,0,4,23749,375,45.8
"1698",31087,2884,96,0,0,2,23554,338,49.1
"1699",31089,10435,96,0,0,3,24120,345,45.8
"1700",31091,703,98,0,1,1,20737,461,51.1
"1701",31093,6308,96,0,0,2,26770,342,43.2
"1702",31095,7563,95,0,0,3,24777,338,46.6
"1703",31097,5182,82,5,2,9,19435,347,44.2
"1704",31099,6518,94,0,0,4,27796,454,41
"1705",31101,8247,92,0,0,6,25097,392,48.5
"1706",31103,698,98,0,2,0,25251,234,53.3
"1707",31105,3779,90,0,1,7,24565,441,45.8
"1708",31107,8617,88,0,0,2,25214,282,47
"1709",31109,289873,84,4,4,6,27141,605,32.7
"1710",31111,36128,90,1,1,8,26188,466,39.1
"1711",31113,787,97,0,0,3,22799,402,47.4
"1712",31115,581,93,0,0,4,21499,230,45.7
"1713",31117,382,100,0,0,0,25339,228,43.7
"1714",31119,34995,83,1,1,13,24593,428,37
"1715",31121,7802,94,0,0,4,24639,379,42.9
"1716",31123,4958,84,0,1,14,22543,429,43.6
"1717",31125,3707,97,0,0,2,23684,326,45.4
"1718",31127,7207,95,1,1,2,25269,383,40.9
"1719",31129,4462,96,0,0,2,22448,279,49.7
"1720",31131,15727,92,0,0,6,25855,479,42.1
"1721",31133,2759,96,0,0,2,25426,280,49.4
"1722",31135,2949,96,0,0,3,27931,398,45.1
"1723",31137,9186,94,0,0,4,26856,430,43.3
"1724",31139,7211,97,0,0,1,24830,345,41.9
"1725",31141,32350,83,0,0,15,24219,481,38.7
"1726",31143,5342,95,0,0,3,27639,380,45.7
"1727",31145,11015,93,1,0,4,23320,390,42.4
"1728",31147,8289,93,0,0,1,23566,310,46.7
"1729",31149,1436,96,1,0,0,24501,266,49.7
"1730",31151,14348,75,1,2,21,20407,513,35.6
"1731",31153,162728,83,4,2,8,30189,732,33.2
"1732",31155,20800,96,1,0,2,30039,535,41.8
"1733",31157,36883,75,1,1,22,23220,477,38.9
"1734",31159,16824,96,0,0,2,28359,465,38.7
"1735",31161,5390,83,0,1,3,22551,326,46.5
"1736",31163,3129,98,1,0,1,24837,352,48.6
"1737",31165,1229,95,0,0,4,31517,364,49.9
"1738",31167,6148,93,0,0,5,23131,426,39.5
"1739",31169,5187,97,0,0,2,26965,315,49.5
"1740",31171,734,95,1,2,0,30116,375,48.4
"1741",31173,6915,39,0,0,4,17106,256,28.6
"1742",31175,4256,97,0,0,2,23227,312,47.3
"1743",31177,20234,96,0,0,2,29328,603,40.8
"1744",31179,9499,92,2,1,5,24448,378,29.9
"1745",31181,3762,93,0,2,4,21423,310,47.6
"1746",31183,869,98,0,0,2,25898,344,44.2
"1747",31185,13762,93,1,0,4,28207,457,40.7
"1748",32001,24572,75,2,3,13,24716,645,39.2
"1749",32003,1976925,47,10,9,29,26217,865,35.8
"1750",32005,47035,82,1,1,11,34123,890,47.9
"1751",32007,50023,68,1,1,23,28358,710,33.3
"1752",32009,979,79,1,0,16,20862,342,47.9
"1753",32011,1804,93,1,0,4,28056,436,38.3
"1754",32013,16800,68,1,1,25,26515,557,35.7
"1755",32015,5844,69,0,0,26,29800,588,37.3
"1756",32017,5296,84,2,0,7,22879,384,35.7
"1757",32019,51648,78,1,1,15,21757,743,41.6
"1758",32021,4700,66,2,4,11,23146,375,50.1
"1759",32023,43368,78,3,2,14,21838,610,49.7
"1760",32027,6752,68,4,1,23,18203,561,40.4
"1761",32029,3981,91,1,1,2,33472,665,54.4
"1762",32031,425495,66,2,5,23,28670,783,37.2
"1763",32033,10023,75,3,0,14,24435,575,40.9
"1764",32510,54821,70,2,2,22,26264,745,41.9
"1765",33001,60216,95,1,1,1,30518,790,45.1
"1766",33003,47694,97,0,0,1,31558,717,49
"1767",33005,76896,95,1,1,2,27874,831,41.3
"1768",33007,32520,96,1,0,1,24367,542,47.4
"1769",33009,89166,92,1,3,2,30738,823,41.4
"1770",33011,402017,87,2,3,5,34390,923,39.5
"1771",33013,146710,94,1,2,2,31310,824,41.9
"1772",33015,296718,94,1,2,2,38399,977,42.7
"1773",33017,123836,92,1,3,2,29369,862,36.9
"1774",33019,43398,96,0,1,1,28582,743,44.6
"1775",34001,274960,58,15,8,17,27391,887,40.2
"1776",34003,912795,61,5,15,17,43347,1199,41.3
"1777",34005,449964,70,16,4,7,36835,1014,40.6
"1778",34007,513512,60,18,5,15,30592,835,38
"1779",34009,96684,87,4,1,6,32948,859,47.7
"1780",34011,157342,50,19,1,28,22524,785,36.7
"1781",34013,785853,33,39,5,21,32181,917,36.5
"1782",34015,289098,80,10,3,5,32600,893,39
"1783",34017,644605,30,11,14,42,32641,1044,34.4
"1784",34019,127047,88,2,3,5,50349,1151,44
"1785",34021,368094,54,19,9,16,37465,959,38.1
"1786",34023,817026,48,9,22,19,34345,1144,37.4
"1787",34025,629735,77,7,5,10,42749,1088,41.7
"1788",34027,495261,74,3,9,12,48814,1210,41.5
"1789",34029,578902,86,3,2,8,30477,1114,42.6
"1790",34031,502854,45,11,5,38,27152,986,36.2
"1791",34033,65825,76,14,1,7,28772,798,41.1
"1792",34035,326207,61,9,15,13,47803,1217,40.4
"1793",34037,147924,88,2,2,7,37949,1000,42.3
"1794",34039,540568,44,20,5,28,35089,1010,37.9
"1795",34041,108150,85,4,2,7,33555,874,41.8
"1796",35001,667092,41,3,2,48,26814,689,36.1
"1797",35003,3683,75,1,0,21,20616,412,57.2
"1798",35005,65627,43,2,1,53,19492,516,34.7
"1799",35006,27296,21,0,0,37,16129,383,37.3
"1800",35007,13485,49,0,1,48,21387,438,47.1
"1801",35009,49302,51,6,1,40,21259,528,30.9
"1802",35011,1975,55,0,0,41,24879,348,46.7
"1803",35013,211175,30,1,1,66,19565,566,32.2
"1804",35015,54284,51,1,1,45,28438,566,36.9
"1805",35017,29471,48,0,0,49,22755,498,46.1
"1806",35019,4626,18,2,0,77,14198,416,41.6
"1807",35021,687,60,0,0,38,25686,313,55.5
"1808",35023,4834,42,1,0,56,18392,337,39.6
"1809",35025,65681,42,3,0,52,22484,584,31.8
"1810",35027,20359,65,1,0,30,25449,650,49.6
"1811",35028,17979,75,0,6,15,51044,869,43.7
"1812",35029,25001,35,1,0,62,16114,435,38.7
"1813",35031,72373,10,0,1,14,12679,378,30.5
"1814",35033,4788,17,0,0,82,20543,388,46.8
"1815",35035,64767,52,4,1,35,19880,545,35.6
"1816",35037,8890,52,1,0,43,17936,297,45.9
"1817",35039,40218,13,0,0,71,20014,476,39.5
"1818",35041,19984,55,2,1,40,17477,501,29.6
"1819",35043,133503,47,2,1,36,26924,843,38.5
"1820",35045,128476,42,1,0,19,21260,603,33.2
"1821",35047,29093,19,1,0,77,17926,473,41.5
"1822",35049,145400,44,1,1,51,32298,805,43.4
"1823",35051,11898,68,0,0,29,17752,431,55.4
"1824",35053,17756,37,1,0,49,18104,422,35.6
"1825",35055,32899,36,1,1,56,21333,634,45.8
"1826",35057,16185,55,1,0,40,18675,494,42.3
"1827",35059,4458,55,2,0,40,18472,513,39.9
"1828",35061,76461,36,1,0,59,19623,557,37.9
"1829",36001,305279,75,12,5,5,32328,768,38
"1830",36003,48618,95,1,1,1,20978,447,38.2
"1831",36005,1397315,11,30,3,54,18171,914,32.9
"1832",36007,199298,86,4,4,4,24835,561,40
"1833",36009,79735,92,1,1,2,22049,446,41
"1834",36011,79767,91,4,1,2,24702,530,41.8
"1835",36013,134156,89,2,1,6,22168,462,40.8
"1836",36015,88876,87,6,1,3,25329,563,41.1
"1837",36017,50121,95,1,0,2,22097,483,43.1
"1838",36019,81865,91,4,1,3,24676,617,39.4
"1839",36021,62674,88,4,2,4,33613,691,46
"1840",36023,49271,93,1,1,2,23179,528,35.8
"1841",36025,47491,93,2,1,3,23677,523,45.9
"1842",36027,297385,74,9,4,11,33594,962,40.6
"1843",36029,919230,77,13,3,5,27978,572,40.4
"1844",36031,39181,88,3,1,3,26582,611,45.2
"1845",36033,51676,82,6,0,3,21575,523,39.6
"1846",36035,55165,94,1,1,2,23839,539,42.1
"1847",36037,59872,91,3,1,3,25403,556,42
"1848",36039,48928,87,6,1,5,25700,668,44.5
"1849",36041,4813,96,1,0,1,28265,481,51.6
"1850",36043,64428,95,1,0,2,23418,494,42.6
"1851",36045,118073,84,5,1,6,23078,720,32
"1852",36047,2539789,36,32,11,20,25289,1048,34.2
"1853",36049,27108,96,1,0,1,22942,485,40.9
"1854",36051,65087,92,2,1,3,23978,564,39.9
"1855",36053,72839,94,2,1,2,25230,565,39.8
"1856",36055,746548,72,14,3,7,28732,695,38.4
"1857",36057,50019,85,1,1,12,23417,531,41
"1858",36059,1343765,65,11,8,15,42400,1376,41.2
"1859",36061,1605272,48,13,11,26,62498,1342,36.5
"1860",36063,215465,87,7,1,2,25991,501,42.1
"1861",36065,234206,84,5,3,5,25103,529,41
"1862",36067,467202,79,10,3,4,28746,637,38.8
"1863",36069,108311,91,2,1,4,29904,658,42.5
"1864",36071,373902,68,9,2,18,30583,955,36.7
"1865",36073,42663,87,6,0,4,22255,509,41.3
"1866",36075,121797,95,1,1,2,23126,532,38.8
"1867",36077,62029,92,2,1,3,24165,620,41.1
"1868",36079,99718,82,2,2,12,40309,1149,42
"1869",36081,2256400,27,18,23,28,26495,1195,37.4
"1870",36083,159565,85,6,2,4,29987,710,39.9
"1871",36085,470223,64,10,8,17,31823,1017,38.8
"1872",36087,315069,65,11,6,16,34591,1182,36.4
"1873",36089,112097,93,2,1,2,22198,528,37.5
"1874",36091,221169,92,1,2,3,35176,809,41.2
"1875",36093,154821,76,9,4,6,28319,675,39.9
"1876",36095,32404,94,1,1,3,26584,570,42.8
"1877",36097,18432,96,1,0,1,24173,482,44.7
"1878",36099,35359,90,4,1,3,23115,540,41.4
"1879",36101,98951,94,2,1,1,25371,495,41.7
"1880",36103,1495803,71,7,4,17,36945,1353,40.1
"1881",36105,77134,74,8,2,14,24963,695,41.7
"1882",36107,50789,96,1,1,1,27230,502,43
"1883",36109,102270,79,4,10,4,27418,857,29.9
"1884",36111,182086,81,5,2,9,30442,848,42.5
"1885",36113,65584,95,1,1,2,30351,714,44.6
"1886",36115,63237,93,3,1,2,24168,616,42.4
"1887",36117,93224,91,3,1,4,25327,536,42.3
"1888",36119,956283,57,13,5,22,47984,1195,40.2
"1889",36121,41923,90,5,0,3,22700,489,41.1
"1890",36123,25293,96,1,0,2,24457,518,40.5
"1891",37001,152472,67,18,1,11,23166,543,38.8
"1892",37003,37071,88,6,1,4,20440,443,41.1
"1893",37005,11046,88,1,1,9,19510,418,46.4
"1894",37007,26569,46,49,1,3,16752,434,40
"1895",37009,27180,93,1,0,5,20838,438,45.7
"1896",37011,17756,85,4,0,5,21598,541,42.5
"1897",37013,47575,66,25,0,7,21636,398,44.2
"1898",37015,20879,35,63,0,1,17096,335,43.8
"1899",37017,34969,55,35,0,7,19154,365,41.4
"1900",37019,110324,81,11,1,5,26839,657,48.3
"1901",37021,241801,84,6,1,6,26159,675,40.8
"1902",37023,90591,83,6,3,5,19701,440,41.8
"1903",37025,181415,71,15,2,10,25247,623,37
"1904",37027,82407,88,5,1,5,19228,452,41.5
"1905",37029,10037,80,13,2,2,25620,834,40.9
"1906",37031,67198,87,6,1,4,27496,595,45.9
"1907",37033,23462,61,33,0,3,17975,373,43.8
"1908",37035,154432,78,8,3,9,23232,513,40.1
"1909",37037,64886,71,13,1,13,31175,593,44.8
"1910",37039,27243,92,1,1,3,18340,441,49
"1911",37041,14782,61,33,2,3,19240,495,45.5
"1912",37043,10599,95,1,0,3,22081,467,50.1
"1913",37045,97670,74,21,1,3,20062,462,40.7
"1914",37047,57761,60,30,0,5,19275,379,40.7
"1915",37049,104041,67,21,2,6,24260,645,36
"1916",37051,322033,47,35,2,10,23067,664,30.9
"1917",37053,23880,88,6,0,3,25854,745,41.8
"1918",37055,34289,88,3,0,7,30529,863,44
"1919",37057,162975,82,9,1,6,22549,456,40.6
"1920",37059,41339,85,7,0,6,26319,524,43.1
"1921",37061,59169,53,25,0,21,17122,391,37.8
"1922",37063,276494,42,37,4,13,29347,718,33.7
"1923",37065,56049,37,57,0,4,16971,412,40.2
"1924",37067,354656,59,26,2,12,26541,575,37.5
"1925",37069,61154,64,26,0,8,21399,488,39.6
"1926",37071,207263,75,15,1,6,22658,526,39
"1927",37073,11982,63,34,0,2,21187,461,42.4
"1928",37075,8762,89,0,1,2,19780,419,42.5
"1929",37077,58188,59,31,1,7,22295,528,40.2
"1930",37079,21382,47,36,0,14,18441,391,39.1
"1931",37081,495326,54,32,4,7,26461,607,36.6
"1932",37083,54251,39,51,1,2,17937,411,42.1
"1933",37085,118793,64,21,1,11,20310,544,33.5
"1934",37087,58951,94,1,0,3,24536,538,46
"1935",37089,107583,84,3,1,10,25670,604,46
"1936",37091,24516,34,59,1,3,17863,404,41.4
"1937",37093,48842,41,32,1,12,18761,539,31
"1938",37095,5771,57,37,0,4,18408,314,42.4
"1939",37097,161297,78,12,2,7,26467,612,39.4
"1940",37099,40362,82,2,1,5,21014,523,35.8
"1941",37101,172321,70,15,1,13,22410,562,37
"1942",37103,10194,62,32,0,4,20105,377,44.4
"1943",37105,58735,59,19,1,19,21449,516,37.1
"1944",37107,59277,51,40,1,7,19760,401,41.1
"1945",37109,78761,86,5,1,7,25550,495,41.3
"1946",37111,44963,89,4,1,5,18932,428,42.2
"1947",37113,33859,90,1,1,7,23213,534,48.9
"1948",37115,20842,95,1,1,2,19902,457,43.8
"1949",37117,24147,52,43,0,3,18783,373,44.7
"1950",37119,947135,50,30,5,12,32482,748,34.2
"1951",37121,15453,94,1,0,4,21404,403,45.7
"1952",37123,27707,64,19,2,14,18865,407,40
"1953",37125,89425,78,13,1,6,28913,560,45.1
"1954",37127,95571,53,37,1,6,22880,494,40.4
"1955",37129,206403,77,15,1,5,29679,755,37.6
"1956",37131,21645,39,56,0,2,17919,337,46.1
"1957",37133,179935,68,16,2,11,21084,777,25.8
"1958",37135,136057,70,12,7,8,34465,744,33.2
"1959",37137,13115,74,19,0,3,23724,500,49
"1960",37139,40419,55,37,1,4,22745,611,36.6
"1961",37141,53412,74,18,1,6,23526,622,41.5
"1962",37143,13463,71,25,0,2,23809,466,46.7
"1963",37145,39361,67,27,0,4,21292,429,41.7
"1964",37147,170485,57,34,2,6,23029,521,31.2
"1965",37149,20381,88,5,0,5,24611,539,50.1
"1966",37151,142042,81,5,1,11,20523,478,40
"1967",37153,46534,58,30,1,6,17236,389,39
"1968",37155,134535,27,24,1,8,15343,389,34.7
"1969",37157,92974,73,18,0,6,21102,439,42.5
"1970",37159,138265,73,16,1,8,20912,528,39.5
"1971",37161,67403,84,10,1,4,19551,410,42.6
"1972",37163,63687,53,26,0,17,19479,377,38.5
"1973",37165,36201,45,39,1,2,15679,409,38.2
"1974",37167,60529,82,10,2,4,20504,449,41.1
"1975",37169,47063,92,4,0,3,21311,447,43.4
"1976",37171,73486,85,4,0,10,20219,423,41.6
"1977",37173,14017,65,3,0,4,19626,465,40.6
"1978",37175,32894,89,3,0,3,23757,522,49.7
"1979",37177,4272,57,28,2,10,16658,479,42.3
"1980",37179,205426,74,12,2,11,28894,648,36.6
"1981",37181,45120,42,50,0,7,17905,420,38.9
"1982",37183,929214,62,20,6,10,33166,773,34.8
"1983",37185,20792,38,51,0,4,19052,404,45.1
"1984",37187,12958,45,50,0,4,18779,335,44.3
"1985",37189,51557,89,2,1,3,21854,686,28.8
"1986",37191,123382,55,31,1,10,21557,477,36.7
"1987",37193,69184,89,4,0,6,19029,418,42.9
"1988",37195,81365,49,38,1,10,20972,469,39.1
"1989",37197,38217,86,3,0,10,22726,434,42.1
"1990",37199,17724,93,1,0,5,20257,426,45.7
"1991",38001,2328,95,0,0,1,31502,358,50.2
"1992",38003,11085,95,0,2,1,31721,425,43.8
"1993",38005,6721,43,0,0,1,18162,221,31.7
"1994",38007,876,97,0,3,0,37972,532,48.2
"1995",38009,6529,94,0,0,2,31969,448,47.1
"1996",38011,3168,95,0,0,3,32045,469,45.5
"1997",38013,2094,93,1,0,4,32908,423,39.9
"1998",38015,83906,92,1,0,1,32876,624,36.9
"1999",38017,154080,90,2,2,2,30529,611,31.7
"2000",38019,3952,97,0,1,0,32028,405,50.8
"2001",38021,5264,94,1,0,2,24644,432,42.8
"2002",38023,2155,98,0,0,0,36303,417,52.9
"2003",38025,3786,84,0,2,3,33788,430,42.9
"2004",38027,2382,93,0,0,3,27323,338,48.7
"2005",38029,3521,98,0,0,0,27690,304,51.2
"2006",38031,3355,97,0,0,1,33063,406,46.1
"2007",38033,1698,95,0,0,1,26113,338,42.3
"2008",38035,67357,88,2,2,3,27026,622,29.5
"2009",38037,2372,94,0,1,0,28129,325,51.1
"2010",38039,2370,98,0,0,0,27197,330,54.3
"2011",38041,2539,97,1,0,1,27910,312,49
"2012",38043,2429,93,0,0,4,28904,342,48.5
"2013",38045,4136,98,0,0,1,31989,349,49.4
"2014",38047,1966,97,0,0,1,27887,440,49.7
"2015",38049,5593,96,0,0,2,28331,418,45
"2016",38051,2791,97,0,1,0,25427,340,52.3
"2017",38053,7377,76,0,0,3,33078,405,35.4
"2018",38055,9163,90,0,0,2,30992,405,48.9
"2019",38057,8456,95,1,0,2,31767,433,46.5
"2020",38059,27874,92,0,0,2,29389,585,39.3
"2021",38061,8280,64,0,0,4,33803,416,36
"2022",38063,3101,96,1,0,1,30432,315,51.8
"2023",38065,1840,95,0,0,2,32253,421,46.1
"2024",38067,7327,94,0,0,3,27817,465,47.1
"2025",38069,4399,93,0,0,1,23491,362,48.5
"2026",38071,11473,87,1,1,2,28081,430,42.2
"2027",38073,5472,96,0,0,1,26137,432,44.5
"2028",38075,2512,97,0,1,0,31178,396,44.7
"2029",38077,16258,93,0,1,2,27713,415,39.3
"2030",38079,14176,20,0,0,1,15502,203,30.5
"2031",38081,3859,96,1,1,2,29950,445,45.6
"2032",38083,1313,97,0,0,0,29219,325,53.6
"2033",38085,4258,13,0,0,3,15478,208,26.7
"2034",38087,738,99,0,0,1,30586,508,48.9
"2035",38089,25666,93,1,1,3,31412,604,37.2
"2036",38091,1976,97,0,0,3,31455,361,46.9
"2037",38093,21046,94,1,0,2,27351,507,41.8
"2038",38095,2285,95,1,0,0,33357,311,46.9
"2039",38097,8125,94,1,0,3,27098,423,42.1
"2040",38099,11102,87,0,0,10,29072,382,45.6
"2041",38101,64008,88,3,1,4,28557,674,31.9
"2042",38103,4220,98,0,0,0,29301,335,51.4
"2043",38105,25024,89,1,0,3,38738,578,35.6
"2044",39001,28406,97,0,0,1,18235,369,40.4
"2045",39003,105895,82,11,1,2,22295,488,38.1
"2046",39005,53234,96,1,1,1,21940,508,39.9
"2047",39007,100835,91,3,0,4,20011,479,41.4
"2048",39009,64811,91,2,3,2,17019,553,26.8
"2049",39011,45906,97,0,0,1,25323,488,40.2
"2050",39013,69990,93,4,0,1,22380,395,43.5
"2051",39015,44604,97,1,0,1,21206,446,40.3
"2052",39017,369650,84,7,3,4,26813,617,36.2
"2053",39019,28689,97,1,0,1,21783,417,43.7
"2054",39021,39855,94,2,0,1,23358,515,40.3
"2055",39023,137763,85,9,1,3,22780,506,41
"2056",39025,198417,95,1,1,2,28761,616,39
"2057",39027,42013,94,3,0,1,22026,513,39
"2058",39029,107078,95,2,0,1,21575,444,42.6
"2059",39031,36862,96,1,0,1,20526,416,41.3
"2060",39033,43348,96,1,0,1,21478,449,42.4
"2061",39035,1272533,61,29,3,5,27423,607,40.4
"2062",39037,52666,97,1,0,1,22511,443,40.7
"2063",39039,38911,87,2,0,9,22739,452,39.2
"2064",39041,178139,88,4,4,2,40189,723,37.5
"2065",39043,76634,85,8,1,4,26135,550,43.6
"2066",39045,147110,89,6,1,2,27031,597,38.7
"2067",39047,28902,94,2,1,2,20603,506,40.4
"2068",39049,1181824,67,21,4,5,28283,658,33.6
"2069",39051,42601,90,0,0,8,24771,499,39.6
"2070",39053,30859,94,3,0,1,21168,425,40.1
"2071",39055,93610,96,1,1,1,34455,678,43.5
"2072",39057,162588,85,7,3,2,30040,667,37.5
"2073",39059,39935,95,2,0,1,20537,421,41.3
"2074",39061,802481,67,25,2,3,29681,576,37.2
"2075",39063,75239,91,1,2,5,26139,519,38.4
"2076",39065,31886,96,1,1,1,19626,442,35.1
"2077",39067,15766,95,2,0,1,21029,380,44.9
"2078",39069,28164,91,0,0,7,23347,468,39.8
"2079",39071,43395,96,1,0,1,19348,445,39.6
"2080",39073,29268,97,1,0,1,21037,431,41.9
"2081",39075,42841,98,0,0,1,17177,410,29.9
"2082",39077,59390,91,1,0,6,22257,454,38
"2083",39079,33034,96,1,0,1,19405,399,39.4
"2084",39081,68928,91,6,0,1,22324,399,44.1
"2085",39083,60925,96,1,1,1,23878,513,39.3
"2086",39085,229850,90,3,1,4,29132,692,42.7
"2087",39087,62309,95,2,0,1,21365,428,40.6
"2088",39089,167065,92,3,1,1,26716,559,39.4
"2089",39091,45678,94,2,1,1,22878,500,40
"2090",39093,301720,80,8,1,9,26030,578,40.4
"2091",39095,439511,71,19,2,6,23885,518,37.4
"2092",39097,43221,90,6,1,1,24014,542,39.6
"2093",39099,237033,77,15,1,5,23975,492,43.1
"2094",39101,66323,90,5,1,2,20624,518,40.2
"2095",39103,173252,95,1,1,2,30707,668,40.9
"2096",39105,23659,97,1,0,0,18816,402,41.8
"2097",39107,40811,97,0,0,2,24157,454,39.5
"2098",39109,102867,93,2,1,1,25369,538,40.9
"2099",39111,14646,98,0,0,1,21487,351,45.1
"2100",39113,536433,72,21,2,2,24997,548,39.1
"2101",39115,15008,93,4,0,1,21027,379,43.6
"2102",39117,34932,97,1,0,1,22228,485,40.6
"2103",39119,85872,92,3,0,1,20775,468,39.8
"2104",39121,14639,92,6,0,1,18853,417,44.4
"2105",39123,41372,93,1,0,4,27979,547,46.7
"2106",39125,19441,93,1,1,4,22714,424,40.6
"2107",39127,36051,97,0,0,1,19372,425,38.8
"2108",39129,55949,94,3,0,1,23851,543,38.6
"2109",39131,28587,96,1,0,1,20071,454,40.1
"2110",39133,163387,91,4,2,1,25332,659,36.9
"2111",39135,42050,97,1,0,1,23374,498,41.1
"2112",39137,34339,93,0,0,6,25481,476,39.4
"2113",39139,123387,86,9,1,1,21932,464,41.2
"2114",39141,77802,90,4,0,1,21310,461,39.9
